Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=TX
78723,TX,3.38,13156.72293,01/29/2014,,
78733,TX,7,25597.90091,03/17/2014,,
78732,TX,8.58,27408.51909,03/04/2014,,
78702,TX,6,17580.65981,06/23/2014,,
78724,TX,7.56,28963.39117,12/29/2014,,
78729,TX,5.52,12084.58169,05/08/2014,,
78733,TX,6.5,22615.36772,07/01/2014,,
78745,TX,4.25,12861.20269,01/16/2014,,
78745,TX,8.48,30168.39447,12/12/2014,,
78703,TX,10.56,31441.74416,01/27/2014,,
78736,TX,6.48,19900.32929,10/15/2014,,
78759,TX,5.4,15649.91396,07/03/2014,,
78754,TX,4,12382.26618,09/18/2014,,
78736,TX,7.28,21187.64808,03/03/2014,,
78738,TX,6.75,19147.73543,08/11/2014,,
78746,TX,7.95,35078.2134,04/16/2014,,
78731,TX,9.6,28739.34364,02/20/2014,,
78745,TX,8.37,28022.60522,12/29/2014,,
78731,TX,6.885,18259.241,10/01/2014,,
78746,TX,5.4,20120.6522,07/29/2014,,
78753,TX,5.25,20212.82391,03/13/2014,,
78731,TX,3.78,12625.82694,10/29/2014,,
78738,TX,14.21,38941.74418,01/02/2014,,
78704,TX,8.64,27003.46245,12/23/2014,,
78728,TX,2.915,24044.99499,03/19/2014,,
78733,TX,8.75,34389.64962,01/27/2014,,
78733,TX,5.75,21041.64818,01/21/2014,,
78749,TX,6,12423.00285,01/27/2014,,
78732,TX,6.76,18603.44429,01/09/2014,,
78725,TX,3.24,11659.2214,09/08/2014,,
78745,TX,4.68,15180.56328,02/13/2014,,
78756,TX,6.75,23342.68227,11/18/2014,,
78738,TX,6.24,20297.10162,03/25/2014,,
78746,TX,4.065,7321.947276,09/09/2014,,
78723,TX,5.2,16800.12312,01/13/2014,,
78724,TX,6.5,19709.783,01/10/2014,,
78748,TX,4.05,14818.61839,11/18/2014,,
78748,TX,6.36,37170.28452,07/11/2014,,
78721,TX,1.25,5041.634545,02/03/2014,,
78730,TX,9.18,27275.51779,04/03/2014,,
78745,TX,1.225,3795.208536,01/03/2014,,
78749,TX,9.36,28636.48421,02/11/2014,,
78728,TX,2.6,10066.694,12/18/2014,,
78729,TX,7.42,23661.14716,02/24/2014,,
78731,TX,5.886,31026.27917,09/09/2014,,
78723,TX,6,21488.31476,05/05/2014,,
78735,TX,3.51,13029.93543,08/13/2014,,
78748,TX,1.25,5009.373955,03/17/2014,,
78723,TX,4.32,15250.3958,05/27/2014,,
78734,TX,4.24,24680.98937,11/21/2014,,
78727,TX,7.29,25724.06453,12/29/2014,,
78748,TX,4,14757.94068,12/05/2014,,
78738,TX,7.42,25067.34409,11/26/2014,,
78746,TX,6.36,17169.44957,10/23/2014,,
78759,TX,6.625,24092.35566,04/29/2014,,
78744,TX,5.035,30249.80727,02/24/2014,,
78734,TX,6.867,32781.67674,09/19/2014,,
78730,TX,7.194,33187.63241,12/23/2014,,
78750,TX,4.93,19861.16586,03/18/2014,,
78728,TX,3.18,13934.31209,08/12/2014,,
78703,TX,8.32,36434.00195,01/15/2014,,
78734,TX,6.36,20043.76147,08/14/2014,,
78747,TX,10.53,34559.94918,09/24/2014,,
78741,TX,4,12955.13247,09/26/2014,,
78727,TX,7.02,22358.59906,08/28/2014,,
78734,TX,6,18033.74624,03/31/2014,,
78702,TX,6.75,21009.34871,07/03/2014,,
78733,TX,5.83,19716.23774,12/19/2014,,
78723,TX,5.46,16069.99739,07/31/2014,,
78741,TX,5,17998.63532,02/19/2014,,
78736,TX,8.1,23593.00083,11/05/2014,,
78758,TX,6.48,16224.86316,06/12/2014,,
78750,TX,11.88,35709.59781,06/13/2014,,
78735,TX,6,20267.37087,02/03/2014,,
78731,TX,6.5,21089.31254,06/20/2014,,
78723,TX,5.355,16000.57321,09/17/2014,,
78746,TX,4.845,20645.93444,01/28/2014,,
78735,TX,5.5,20402.81771,12/05/2014,,
78744,TX,5.565,24882.70017,08/28/2014,,
78749,TX,3.71,17271.74104,01/21/2014,,
78731,TX,8.16,27469.69873,02/21/2014,,
78741,TX,4.5,13381.79851,09/30/2014,,
78738,TX,9.483,36957.7265,11/05/2014,,
78733,TX,1.25,4975.535939,05/19/2014,,
78756,TX,5.3,18523.70925,04/15/2014,,
78759,TX,4.42,15202.77356,07/14/2014,,
78702,TX,2.7,9054.342134,10/14/2014,,
78748,TX,9.72,32119.30009,09/02/2014,,
78757,TX,4.75,13824.29839,10/29/2014,,
78738,TX,11.5,38373.02185,10/15/2014,,
78702,TX,8.215,24751.35686,10/24/2014,,
78747,TX,5,18141.0968,01/09/2014,,
78734,TX,2.95,7108.072357,10/20/2014,,
78725,TX,7.56,21964.07151,09/17/2014,,
78702,TX,12.72,39745.81322,07/11/2014,,
78731,TX,4.5,17656.32217,01/14/2014,,
78734,TX,6.12,35823.85876,05/20/2014,,
78704,TX,6.24,20722.51311,07/11/2014,,
78746,TX,10.791,48295.3136,09/19/2014,,
78730,TX,10.6,39823.04905,04/15/2014,,
78705,TX,2,7960.857503,05/06/2014,,
78704,TX,3.38,13108.24982,02/28/2014,,
78736,TX,4,13359.13405,01/06/2014,,
78724,TX,6.5,16577.73047,12/08/2014,,
78738,TX,9,27128.15062,01/20/2014,,
78735,TX,15.9,54079.12531,11/06/2014,,
78759,TX,7.95,23698.44113,07/08/2014,,
78725,TX,7.155,26148.22325,09/15/2014,,
78745,TX,5.035,32129.39518,11/12/2014,,
78731,TX,3.12,28233.15345,02/21/2014,,
78731,TX,9.88,31258.13418,02/07/2014,,
78741,TX,3.5,11958.6257,08/20/2014,,
78730,TX,13.77,60032.75918,02/25/2014,,
78747,TX,8.84,26969.90833,03/26/2014,,
78738,TX,3.06,11590.71782,02/27/2014,,
78748,TX,7.75,28069.46023,06/02/2014,,
78727,TX,4.578,22309.95943,09/09/2014,,
78723,TX,5.75,20972.19138,02/21/2014,,
78747,TX,7.28,23201.08477,09/02/2014,,
78759,TX,7.28,20859.03315,03/11/2014,,
78747,TX,4.94,14985.04125,03/26/2014,,
78725,TX,6.36,23720.24484,09/03/2014,,
78703,TX,11.8,32807.59496,09/10/2014,,
78738,TX,7.42,22475.23469,06/16/2014,,
78704,TX,6.36,28065.4872,06/30/2014,,
78749,TX,4.5,13752.0034,09/30/2014,,
78750,TX,5.25,14763.40366,08/05/2014,,
78746,TX,11.13,35151.72749,01/10/2014,,
78745,TX,4.5,15881.14882,02/11/2014,,
78704,TX,6.75,20088.3015,08/20/2014,,
78732,TX,9,28563.13419,10/01/2014,,
78759,TX,4.24,11026.97938,04/15/2014,,
78731,TX,14.04,38944.72565,04/21/2014,,
78754,TX,4,11872.07441,07/29/2014,,
78747,TX,13.734,62280.2323,06/03/2014,,
78730,TX,5.67,17525.40157,10/17/2014,,
78749,TX,8.91,34982.53324,06/20/2014,,
78759,TX,15.3,47780.37464,10/23/2014,,
78704,TX,5.72,11683.4177,04/29/2014,,
78749,TX,3.975,13029.55341,06/12/2014,,
78702,TX,3.06,18693.46831,04/29/2014,,
78702,TX,5.1,21070.242,12/12/2014,,
78745,TX,2.86,38071.24206,03/10/2014,,
78748,TX,5.32,17545.35645,11/19/2014,,
78745,TX,6.48,22345.41123,08/11/2014,,
78724,TX,1.25,5009.373955,03/11/2014,,
78735,TX,11.475,34855.43834,10/07/2014,,
78749,TX,3.38,13024.37228,03/27/2014,,
78733,TX,10.6,37403.98957,12/11/2014,,
78759,TX,5.559,22095.83775,08/06/2014,,
78735,TX,10.07,28873.87042,11/12/2014,,
78759,TX,5.886,26905.51129,06/09/2014,,
78724,TX,7,18644.76098,07/21/2014,,
78724,TX,5,18946.38903,06/04/2014,,
78747,TX,8,28424.24172,05/05/2014,,
78735,TX,7.2,23043.12019,03/10/2014,,
78759,TX,4.905,19286.08973,03/07/2014,,
78733,TX,7.42,25709.83036,03/05/2014,,
78734,TX,10,36587.27944,10/20/2014,,
78749,TX,3.92,13083.89999,04/01/2014,,
78753,TX,5,25203.97426,10/14/2014,,
78759,TX,3.45,10284.43279,05/15/2014,,
78734,TX,7.65,20349.08805,10/20/2014,,
78741,TX,6.21,17956.77235,09/05/2014,,
78735,TX,6,21075.64704,08/19/2014,,
78704,TX,4,15572.89735,04/08/2014,,
78727,TX,8.82,36021.87406,04/30/2014,,
78738,TX,10.53,29797.72848,06/30/2014,,
78738,TX,17.25,76393.25591,11/05/2014,,
78747,TX,4.86,16717.77938,10/31/2014,,
78754,TX,3.975,18732.2406,12/15/2014,,
78757,TX,7,22713.87445,02/04/2014,,
78745,TX,7.605,18217.00097,01/20/2014,,
78745,TX,4.4,15951.02713,12/17/2014,,
78733,TX,4.59,16678.76335,09/04/2014,,
78749,TX,5.46,18221.28197,01/16/2014,,
78702,TX,5.4,22938.82739,01/17/2014,,
78751,TX,10.325,32120.2661,03/18/2014,,
78758,TX,5.865,17273.55558,12/15/2014,,
78758,TX,10.4,34173.63077,02/27/2014,,
78750,TX,5.035,23208.50921,02/14/2014,,
78702,TX,3.5,10698.57927,07/22/2014,,
78746,TX,9.72,30807.97347,07/18/2014,,
78745,TX,5.4,21504.77352,12/31/2014,,
78732,TX,9,28074.42261,01/16/2014,,
78734,TX,6.12,17204.19391,03/10/2014,,
78729,TX,6.75,24339.93741,01/14/2014,,
78723,TX,4.08,30393.68305,06/03/2014,,
78738,TX,10.71,37379.94845,03/31/2014,,
78744,TX,4.77,16996.20687,09/23/2014,,
78723,TX,2.6,9074.94218,02/21/2014,,
78727,TX,7.95,23816.19761,04/23/2014,,
78704,TX,8.99,34113.58251,04/15/2014,,
78703,TX,5.2,15839.51893,04/14/2014,,
78747,TX,8,28434.81883,02/13/2014,,
78727,TX,4,11891.5309,05/08/2014,,
78730,TX,10.53,47069.59864,08/26/2014,,
78752,TX,7.155,24906.25708,09/30/2014,,
78748,TX,7.84,20527.41259,03/20/2014,,
78704,TX,4.16,19971.65418,04/01/2014,,
78731,TX,3.64,11220.99766,03/13/2014,,
78736,TX,6.867,24011.36062,04/28/2014,,
78727,TX,5.035,16246.16316,02/04/2014,,
78724,TX,8.4,21945.22901,11/25/2014,,
78759,TX,3.36,11744.71959,02/28/2014,,
78729,TX,3.18,17885.61595,07/09/2014,,
78759,TX,3,11967.39438,03/20/2014,,
78717,TX,8.48,28696.72045,08/07/2014,,
78759,TX,5.565,17638.09587,03/11/2014,,
78703,TX,4.25,14961.48121,01/20/2014,,
78746,TX,6.89,23613.75802,03/20/2014,,
78759,TX,4.8,16779.84984,03/18/2014,,
78702,TX,6.24,18217.00097,01/22/2014,,
78738,TX,6.12,23461.73815,06/16/2014,,
78731,TX,7.54,25390.99373,03/11/2014,,
78732,TX,10.25,31823.4706,08/15/2014,,
78704,TX,3.38,13108.24982,02/28/2014,,
78745,TX,11.825,43600.31836,12/17/2014,,
78704,TX,3.38,13108.24982,02/27/2014,,
78725,TX,7.42,23632.59331,08/18/2014,,
78723,TX,4.68,14527.9592,07/11/2014,,
78734,TX,13.407,52526.64436,12/18/2014,,
78746,TX,8.64,27209.35873,06/16/2014,,
78759,TX,8.1,31395.87999,06/09/2014,,
78732,TX,6,19071.08236,04/28/2014,,
78729,TX,4.59,13238.58193,09/23/2014,,
78703,TX,3.9,12544.69528,04/14/2014,,
78754,TX,1.25,5041.634545,02/03/2014,,
78702,TX,4.86,16378.40638,09/08/2014,,
78729,TX,5.2,25181.29257,08/28/2014,,
78734,TX,5,15378.77804,03/12/2014,,
78724,TX,3.84,10017.75494,11/25/2014,,
78702,TX,6.36,23929.54644,10/08/2014,,
78731,TX,8.32,30987.65111,06/09/2014,,
78732,TX,10.4,22743.55963,03/27/2014,,
78745,TX,5.2,20686.83827,09/19/2014,,
78732,TX,8.5,26873.29002,06/11/2014,,
78745,TX,1.25,4975.535939,05/20/2014,,
78749,TX,4.845,16725.98504,09/25/2014,,
78748,TX,6.36,22434.16002,09/23/2014,,
78733,TX,2.7,9662.648471,06/11/2014,,
78748,TX,5,15122.70985,08/19/2014,,
78735,TX,4,19525.94809,02/17/2014,,
78746,TX,10.2,37586.12394,05/06/2014,,
78759,TX,2,10083.26909,02/04/2014,,
78723,TX,5.035,17062.3529,11/07/2014,,
78704,TX,3.38,13108.24982,02/28/2014,,
78735,TX,4,15229.4987,03/06/2014,,
78732,TX,5.3,18584.77737,03/27/2014,,
78731,TX,11.13,32816.12215,11/21/2014,,
78735,TX,6.24,35291.44181,02/07/2014,,
78731,TX,10.92,22667.8275,04/02/2014,,
78724,TX,5.4,18797.17516,09/09/2014,,
78741,TX,3.18,28076.44246,07/11/2014,,
78732,TX,7,20680.7849,02/11/2014,,
78748,TX,7.28,22337.1611,05/29/2014,,
78722,TX,7.42,22583.42203,07/21/2014,,
78704,TX,3.78,15907.92459,06/12/2014,,
78702,TX,9.6,34765.64272,10/14/2014,,
78724,TX,8.1,32257.16028,12/29/2014,,
78746,TX,1.25,5009.373955,03/05/2014,,
78730,TX,11.66,31453.06936,05/20/2014,,
78722,TX,5.83,23363.72013,03/24/2014,,
78727,TX,7.02,25153.42394,08/28/2014,,
78702,TX,4,15050.01819,06/05/2014,,
78733,TX,5.94,18564.88043,12/09/2014,,
78724,TX,9,30360.7203,05/16/2014,,
78729,TX,3.825,12604.43875,12/15/2014,,
78748,TX,4.77,16264.90092,07/31/2014,,
78741,TX,4.5,15943.03933,07/15/2014,,
78757,TX,4.94,17542.63723,03/13/2014,,
78745,TX,3.18,12897.44801,09/10/2014,,
78747,TX,7.79,30542.90038,04/08/2014,,
78733,TX,7.2,26495.33278,12/08/2014,,
78757,TX,9.156,42360.49191,10/29/2014,,
78734,TX,5,15378.77804,03/12/2014,,
78746,TX,7.56,24009.12689,12/09/2014,,
78746,TX,8.829,42056.49911,04/30/2014,,
78738,TX,3.75,10376.02084,10/01/2014,,
78744,TX,6.5,11341.22263,03/10/2014,,
78749,TX,7.5,21643.08346,06/12/2014,,
78733,TX,6.75,24011.43941,07/15/2014,,
78723,TX,5.5,17928.01211,02/18/2014,,
78724,TX,3.6,11290.76224,12/12/2014,,
78703,TX,7.65,18847.89769,09/24/2014,,
78703,TX,4.2,14703.56812,09/16/2014,,
78732,TX,6,22141.43288,03/27/2014,,
78759,TX,7.02,21815.90945,11/13/2014,,
78732,TX,6.36,20133.90295,09/12/2014,,
78758,TX,7.02,26898.12862,02/26/2014,,
78738,TX,7,17905.52169,12/19/2014,,
78749,TX,8,24760.27728,08/25/2014,,
78738,TX,6.5,17974.48876,04/08/2014,,
78731,TX,12.48,31233.25367,07/15/2014,,
78731,TX,6,22308.72617,09/29/2014,,
78738,TX,10.07,35816.02191,03/13/2014,,
78733,TX,3.78,10714.38984,09/05/2014,,
78759,TX,11.34,31228.84385,06/02/2014,,
78704,TX,1.25,5060.278049,01/22/2014,,
78725,TX,6.36,23909.0819,11/10/2014,,
78732,TX,4,15474.8939,02/18/2014,,
78759,TX,3.924,19513.25802,09/16/2014,,
78750,TX,6.24,24415.84158,01/14/2014,,
78704,TX,3.38,13108.24982,02/28/2014,,
78733,TX,8.48,37155.7809,06/04/2014,,
78732,TX,9.805,29859.80708,06/13/2014,,
78749,TX,6.89,17902.07158,09/22/2014,,
78746,TX,13.407,53470.57152,10/31/2014,,
78703,TX,7.28,25429.40798,04/28/2014,,
78727,TX,4.2,15175.60513,12/05/2014,,
78705,TX,9.88,31373.52149,01/16/2014,,
78732,TX,7.56,24812.27121,09/05/2014,,
78757,TX,8.745,31389.58254,10/10/2014,,
78734,TX,11.88,37023.22502,07/15/2014,,
78747,TX,6.21,24801.56721,12/08/2014,,
78741,TX,5,17419.71021,09/26/2014,,
78749,TX,1.325,11934.71439,09/22/2014,,
78750,TX,10.4,30166.35244,08/18/2014,,
78732,TX,10,31909.1008,11/21/2014,,
78757,TX,4.68,17715.7026,07/08/2014,,
78738,TX,8.32,37308.09563,02/06/2014,,
78759,TX,2.295,6925.35311,08/06/2014,,
78759,TX,0.5,1416.877854,01/13/2014,,
78731,TX,7,22530.90345,02/07/2014,,
78733,TX,7.8,25734.55004,01/30/2014,,
78727,TX,7.95,30665.28497,01/13/2014,,
78731,TX,3.12,14216.49626,06/04/2014,,
78745,TX,6.24,27960.31585,04/30/2014,,
78704,TX,5.5,18684.96485,03/03/2014,,
78723,TX,3.5,15415.67275,09/23/2014,,
78754,TX,7,17487.34025,09/29/2014,,
78735,TX,2.5,9932.576161,06/10/2014,,
78745,TX,7.65,22847.80727,09/09/2014,,
78745,TX,5.886,26167.6428,08/04/2014,,
78704,TX,5.035,17699.30745,07/22/2014,,
78732,TX,9,26048.74457,03/03/2014,,
78703,TX,6.48,26232.4814,01/17/2014,,
78753,TX,6.75,24279.21408,01/23/2014,,
78759,TX,6.6,18676.49757,12/15/2014,,
78733,TX,6,20872.36701,02/18/2014,,
78747,TX,10.335,28896.98643,04/23/2014,,
78725,TX,5.3,16845.64917,06/03/2014,,
78717,TX,3.78,11098.67958,08/11/2014,,
78748,TX,3.5,13458.43543,08/20/2014,,
78731,TX,8.85,46168.60051,06/30/2014,,
78727,TX,5.94,19630.79286,10/08/2014,,
78759,TX,4.5,16226.96902,04/07/2014,,
78704,TX,2.385,18722.94174,05/29/2014,,
78660,TX,5.13,11929.03545,09/09/2014,,
78745,TX,5.3,16925.16878,10/31/2014,,
78734,TX,12.753,50117.88068,02/13/2014,,
78736,TX,5.98,22771.25122,01/06/2014,,
78732,TX,10.4,32891.79986,03/13/2014,,
78745,TX,2.55,7460.644121,12/30/2014,,
78759,TX,6.89,19776.39723,03/11/2014,,
78735,TX,5.565,16911.44924,01/30/2014,,
78733,TX,15.37,40431.89952,03/31/2014,,
78704,TX,5.5,14222.20131,09/26/2014,,
78721,TX,7.5,27149.20202,02/07/2014,,
78747,TX,7.56,26274.64199,10/22/2014,,
78730,TX,13.25,43480.21347,05/06/2014,,
78727,TX,9,24199.84581,02/05/2014,,
78731,TX,10,30609.87816,10/21/2014,,
78732,TX,8.175,36856.46888,03/14/2014,,
78745,TX,4,11762.50026,08/13/2014,,
78721,TX,4.905,14389.63393,10/29/2014,,
78758,TX,4.5,14368.46919,07/16/2014,,
78733,TX,7.02,19352.8229,11/19/2014,,
78759,TX,8.215,21060.79265,09/16/2014,,
78738,TX,5,14368.65845,02/24/2014,,
78738,TX,9.405,25273.71397,02/11/2014,,
78727,TX,3.51,10347.75784,06/17/2014,,
78748,TX,6.48,21396.55595,09/18/2014,,
78617,TX,7.92,25002.19778,12/10/2014,,
78747,TX,8,30281.02207,04/22/2014,,
78738,TX,10.2,31902.66726,08/13/2014,,
78727,TX,10.15,45715.86823,02/14/2014,,
78746,TX,33,106998.5986,12/17/2014,,
78754,TX,7,26531.03781,01/23/2014,,
78745,TX,6.24,28117.7487,05/29/2014,,
78727,TX,3.78,10534.33994,08/28/2014,,
78653,TX,12.72,47396.88227,07/03/2014,,
78727,TX,5.4,26132.38301,12/31/2014,,
78747,TX,6.36,21396.74556,12/12/2014,,
78725,TX,6,22391.73036,01/23/2014,,
78703,TX,3.315,11941.28625,05/05/2014,,
78734,TX,11.66,40413.29311,05/06/2014,,
78746,TX,7,25400.53158,03/07/2014,,
78727,TX,5.2,16726.24306,01/27/2014,,
78723,TX,5.3,19924.23492,11/07/2014,,
78730,TX,8.48,29540.74164,08/15/2014,,
78727,TX,10.53,33423.66023,05/15/2014,,
78747,TX,4.77,16103.27143,09/19/2014,,
78752,TX,5.4,19731.53626,10/29/2014,,
78735,TX,8.502,36223.01094,11/26/2014,,
78746,TX,6.625,38316.42254,02/13/2014,,
78730,TX,6.35,24196.65094,12/16/2014,,
78732,TX,6.89,26747.88791,02/06/2014,,
78748,TX,7.56,25940.10172,09/24/2014,,
78747,TX,7.695,22282.42836,01/30/2014,,
78723,TX,5.2,18090.49402,01/14/2014,,
78731,TX,7.02,22443.95643,09/09/2014,,
78747,TX,1.84,8951.035789,09/30/2014,,
78725,TX,10.07,35072.55284,05/16/2014,,
78738,TX,10.4,19035.62103,03/18/2014,,
78749,TX,6.36,29114.2815,10/07/2014,,
78745,TX,4.59,8986.726896,12/30/2014,,
78731,TX,6.095,25487.23382,03/24/2014,,
78734,TX,10.73,36200.23734,01/30/2014,,
78754,TX,5.76,12474.76021,09/29/2014,,
78738,TX,6.5,21577.0256,01/16/2014,,
78731,TX,5.232,20308.24913,12/23/2014,,
78731,TX,10.2,29996.38001,06/02/2014,,
78738,TX,10.4,30935.46957,02/20/2014,,
78748,TX,4.42,28337.55707,01/28/2014,,
78735,TX,10,38755.65752,01/27/2014,,
78746,TX,7.42,29927.14266,02/05/2014,,
78704,TX,4.08,12062.30781,07/07/2014,,
78732,TX,9.01,27960.31585,04/22/2014,,
78749,TX,6.24,28233.15345,02/21/2014,,
78749,TX,4,12966.84285,08/20/2014,,
78746,TX,4.1,26867.89407,05/15/2014,,
78744,TX,13.26,40659.81154,09/04/2014,,
78723,TX,10.4,29241.48036,02/24/2014,,
78732,TX,8.37,25144.19509,07/29/2014,,
78723,TX,4.8,15176.37972,05/19/2014,,
78745,TX,4.25,14679.22314,02/19/2014,,
78759,TX,7.685,29597.85775,10/09/2014,,
78750,TX,6.213,23781.9809,10/23/2014,,
78723,TX,4.77,17039.07995,12/30/2014,,
78746,TX,4.06,13482.69398,04/29/2014,,
78703,TX,12.099,46528.15977,06/02/2014,,
78749,TX,8.48,39116.0264,09/10/2014,,
78731,TX,8.745,34930.42316,04/15/2014,,
78731,TX,4.32,16151.2645,12/31/2014,,
78748,TX,4.5,13844.92074,01/06/2014,,
78759,TX,8.16,22737.33822,02/17/2014,,
78733,TX,6.12,35948.97753,04/07/2014,,
78746,TX,8.1,26132.38301,12/22/2014,,
78744,TX,6.24,13020.16045,04/29/2014,,
78746,TX,12.19,38013.95548,06/17/2014,,
78733,TX,4.24,14508.71229,07/22/2014,,
78731,TX,2,7703.706071,06/04/2014,,
78741,TX,9.62,25403.31431,11/17/2014,,
78723,TX,8,26149.01187,10/21/2014,,
78746,TX,9.75,25850.88029,11/10/2014,,
78759,TX,13.5,47637.15653,12/29/2014,,
78730,TX,12,38290.92096,11/21/2014,,
78750,TX,9.45,32107.4435,12/11/2014,,
78748,TX,10,27810.21999,06/30/2014,,
78732,TX,5.4,19073.20002,01/02/2014,,
78730,TX,8.502,43295.89829,08/26/2014,,
78759,TX,1.08,14429.05422,05/06/2014,,
78733,TX,6.48,19656.47459,09/05/2014,,
78759,TX,4,15764.01042,05/16/2014,,
78731,TX,4.16,12823.99733,03/13/2014,,
78754,TX,6.48,18304.86819,09/26/2014,,
78725,TX,6.36,22442.39374,12/23/2014,,
78745,TX,5.13,12062.22205,12/16/2014,,
78738,TX,9.72,28438.12936,07/17/2014,,
78729,TX,4.59,13238.58193,09/23/2014,,
78735,TX,7.8,24071.74268,01/30/2014,,
78732,TX,8.48,27287.41408,08/29/2014,,
78731,TX,10.07,29328.18174,10/24/2014,,
78747,TX,6.095,20488.76367,08/25/2014,,
78746,TX,5.83,17289.3334,09/10/2014,,
78733,TX,6.625,23511.19887,02/20/2014,,
78749,TX,5,16940.65924,07/01/2014,,
78730,TX,7.155,24160.72273,02/17/2014,,
78734,TX,8,25871.14767,02/19/2014,,
78734,TX,7.84,37064.08052,02/13/2014,,
78751,TX,5.035,13476.28166,09/26/2014,,
78727,TX,5.4,16111.86442,09/09/2014,,
78732,TX,6.36,21483.58582,07/29/2014,,
78756,TX,5,29957.48127,04/21/2014,,
78704,TX,3.38,13108.24982,02/28/2014,,
78723,TX,1.25,4968.226653,07/14/2014,,
78723,TX,7.28,21564.49691,06/13/2014,,
78746,TX,6,20267.69659,03/12/2014,,
78721,TX,6.89,19346.9961,08/12/2014,,
78723,TX,6.76,21253.1678,01/13/2014,,
78738,TX,5.61,18486.76169,04/18/2014,,
78748,TX,4.77,16813.56595,09/30/2014,,
78736,TX,8.48,39547.72667,11/12/2014,,
78735,TX,4.42,13345.02937,04/01/2014,,
78724,TX,8.67,21896.77615,08/18/2014,,
78730,TX,5.32,14834.29714,11/21/2014,,
78734,TX,9.8,25267.35274,12/18/2014,,
78749,TX,5,14033.84289,08/15/2014,,
78734,TX,10.8,33933.15511,05/20/2014,,
78759,TX,2.655,11662.51386,03/07/2014,,
78704,TX,4.32,13832.34394,06/16/2014,,
78730,TX,7.95,24778.11121,02/25/2014,,
78733,TX,11.96,41001.5506,01/30/2014,,
78731,TX,3.64,11220.99766,03/13/2014,,
78758,TX,4.32,12899.19177,08/13/2014,,
78717,TX,3.597,16110.55305,08/07/2014,,
78747,TX,6,17855.82564,08/12/2014,,
78738,TX,8,25527.28064,11/21/2014,,
78702,TX,5.4,16024.28472,06/30/2014,,
78754,TX,6.9,21357.34952,10/08/2014,,
78746,TX,5.565,17379.5226,02/13/2014,,
78703,TX,6.48,21256.41669,10/24/2014,,
78730,TX,11.13,34102.40743,08/26/2014,,
78738,TX,9.18,31603.88338,07/15/2014,,
78727,TX,7.155,23096.96429,06/24/2014,,
78730,TX,6.48,20573.0165,08/11/2014,,
78744,TX,1.25,4966.288081,06/10/2014,,
78750,TX,7.42,18462.96352,08/06/2014,,
78733,TX,14,42308.72129,12/19/2014,,
78756,TX,4.5,16455.79432,02/21/2014,,
78736,TX,3.92,27960.31585,04/01/2014,,
78746,TX,13.515,40776.94082,09/19/2014,,
78732,TX,7.8,11748.16684,07/31/2014,,
78747,TX,4.505,28123.42304,08/12/2014,,
78759,TX,6.24,22103.29452,01/17/2014,,
78725,TX,5.035,16438.00938,08/18/2014,,
78724,TX,6,18873.2132,04/02/2014,,
78746,TX,10.4,40426.56133,01/09/2014,,
79510,TX,10.2,18033.74624,03/28/2014,,
79553,TX,10.56,29853.21564,05/29/2014,,
79934,TX,4.24,15880.5291,07/07/2014,,
78745,TX,3.57,10131.65193,12/30/2014,,
79912,TX,10,36202.30475,03/17/2014,,
78745,TX,3.06,8986.726896,12/30/2014,,
78596,TX,3,8163.859369,05/27/2014,,
79912,TX,10,26873.13796,07/01/2014,,
78745,TX,3.06,8986.726896,12/30/2014,,
79934,TX,2.6,15947.36586,04/16/2014,,
79912,TX,10,29355.66204,05/12/2014,,
78383,TX,5.3,20004.20839,06/20/2014,,
78045,TX,6,20189.72974,05/09/2014,,
78041,TX,9.555,52289.59187,07/22/2014,,
78566,TX,6.5,32669.39883,05/07/2014,,
75423,TX,7.41,20170.93314,12/19/2014,,
79934,TX,5.75,21429.58494,04/03/2014,,
78382,TX,8.745,36481.35898,06/20/2014,,
78566,TX,7.5,37619.63221,06/10/2014,,
79912,TX,10.07,36656.17232,06/19/2014,,
78596,TX,5.4,19536.55843,03/12/2014,,
79734,TX,2.8,13080.14243,11/19/2014,,
79902,TX,9.156,55607.07674,04/30/2014,,
79904,TX,10,32088.74636,04/08/2014,,
78415,TX,21.42,71273.18676,06/30/2014,,
78043,TX,9.66,37458.08879,06/30/2014,,
79510,TX,12,29797.72848,06/26/2014,,
79830,TX,25,78352.90889,07/01/2014,,
77901,TX,6,17115.84363,05/21/2014,,
78380,TX,7.65,29312.06324,02/24/2014,,
76437,TX,11.76,35225.91765,03/07/2014,,
78577,TX,230,576424.4064,11/29/2014,,
79928,TX,4,11184.12634,04/30/2014,,
78516,TX,5.1,16885.37947,06/11/2014,,
79830,TX,8.745,26278.07346,04/21/2014,,
79938,TX,2,9439.63064,07/09/2014,,
78045,TX,9.66,36180.50891,04/16/2014,,
78382,TX,5.94,24530.85879,08/12/2014,,
79936,TX,6,28344.94667,09/12/2014,,
78577,TX,200,501238.6143,11/29/2014,,
79928,TX,10.14,59775.09367,05/30/2014,,
79938,TX,5,18312.95758,05/07/2014,,
79903,TX,10,29312.53725,07/13/2014,,
78852,TX,15.6,36792.07716,11/19/2014,,
78852,TX,8.1,29549.41408,06/14/2014,,
78374,TX,6.25,21690.36341,07/28/2014,,
79928,TX,6,28344.94667,09/10/2014,,
